BRCH,RT_NO,SETY,STYPE,SERV,ROUTENAME,ROUTE_NO,FROM1,TO1,DEP_TIME,ARR_TIME
TPM,91,A,LSS,C,PBS-KALIYANDHUR,91,PBS,KALIYANDHUR,13.30,14.45
TPM,91,A,LSS,C,PBS-KALIYANDHUR,91,KALIYANDHUR,PBS,14.55,16.05
TPM,91,A,LSS,C,PBS-KALIYANDHUR,91,PBS,KALIYANDHUR,16.25,17.30
TPM,91,A,LSS,C,PBS-KALIYANDHUR,91,KALIYANDHUR,PBS,17.35,18.35
TPM,91,A,LSS,C,PBS-KALIYANDHUR,15,PBS,SILAIMAN,18.50,19.25
TPM,91,A,LSS,C,PBS-KALIYANDHUR,15,SILAIMAN,PBS,19.30,20.05
TPM,91,A,LSS,C,PBS-KALIYANDHUR,91A,PBS,MANGUDI,20.40,21.55
TPM,91,A,LSS,C,PBS-KALIYANDHUR,91A/,MANGUDI,THIRUPPUVANAM,22.00,22.20
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,SHOLAVANDAN,INTEGRATED B.S.,5.15,6.20
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,INTEGRATED B.S.,SHOLAVANDAN,6.25,7.35
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,SHOLAVANDAN,INTEGRATED B.S.,7.40,8.50
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,INTEGRATED B.S.,SHOLAVANDAN,9.30,10.40
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,SHOLAVANDAN,INTEGRATED B.S.,10.50,12.00
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,INTEGRATED B.S.,SHOLAVANDAN,12.20,13.30
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,SHOLAVANDAN,INTEGRATED B.S.,13.40,14.50
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,INTEGRATED B.S.,SHOLAVANDAN,15.15,16.25
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,SHOLAVANDAN,INTEGRATED B.S.,16.50,18.00
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,INTEGRATED B.S.,SHOLAVANDAN,18.10,19.05
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,SHOLAVANDAN,INTEGRATED B.S.,19.15,20.25
SVN,93,A,SLF,C,IBS-SHOLAVANDAN,93,INTEGRATED B.S.,SHOLAVANDAN,21.00,22.10
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,93D/,SHOLAVANDAN,THENKARAI,6.20,6.28
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,93D,THENKARAI,INTEGRATED B.S.,6.30,7.45
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,93,INTEGRATED B.S.,SHOLAVANDAN,7.50,9.00
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,9.05,10.05
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,29C,PBS,SAMAYANALLUR,10.10,10.40
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,28E,SAMAYANALLUR,INTEGRATED B.S.,10.50,11.40
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,28E,INTEGRATED B.S.,SAMAYANALLUR,11.45,12.35
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,28E,SAMAYANALLUR,INTEGRATED B.S.,12.40,13.25
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,93D,INTEGRATED B.S.,THENKARAI,13.30,14.50
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,93D,THENKARAI,INTEGRATED B.S.,14.55,16.05
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,28E,INTEGRATED B.S.,SAMAYANALLUR,16.20,17.10
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,28E,SAMAYANALLUR,INTEGRATED B.S.,17.25,18.10
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,28E,INTEGRATED B.S.,SAMAYANALLUR,18.25,19.10
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,28E,SAMAYANALLUR,INTEGRATED B.S.,19.15,20.00
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,93,INTEGRATED B.S.,SHOLAVANDAN,20.15,21.25
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,21.30,22.25
SVN,93,B,SLF,C,IBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,22.40,23.40
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,68*,SHOLAVANDAN,KURUVITHURAI,5.00,5.20
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,93A,KURUVITHURAI,INTEGRATED B.S.,5.25,6.50
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,26Q,INTEGRATED B.S.,SHOLAVANDAN,7.05,8.25
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,68*,SHOLAVANDAN,KURUVITHURAI,8.30,8.55
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,93A,KURUVITHURAI,INTEGRATED B.S.,9.00,10.30
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,93A,INTEGRATED B.S.,KURUVITHURAI,10.45,12.15
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,68*,KURUVITHURAI,SHOLAVANDAN,12.20,12.45
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,68*,SHOLAVANDAN,KURUVITHURAI,13.00,13.25
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,93A,KURUVITHURAI,INTEGRATED B.S.,13.30,15.00
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,93A,INTEGRATED B.S.,KURUVITHURAI,15.05,16.35
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,68*,KURUVITHURAI,SHOLAVANDAN,16.40,17.05
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,26Q,SHOLAVANDAN,INTEGRATED B.S.,17.20,18.40
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,93A,INTEGRATED B.S.,KURUVITHURAI,18.55,20.25
SVN,93A,A,LSS,C,IBS-KURUVITHURAI,68*,KURUVITHURAI,SHOLAVANDAN,20.30,20.55
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94AX,SHOLAVANDAN,AYYANKOTTAI,6.00,6.20
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94A,AYYANKOTTAI,ABS,6.25,7.35
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94A,ABS,AYYANKOTTAI,7.50,9.05
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94A,AYYANKOTTAI,ABS,9.10,10.25
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94A,ABS,AYYANKOTTAI,10.50,12.05
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94AX,AYYANKOTTAI,SHOLAVANDAN,12.10,12.30
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94AX,SHOLAVANDAN,AYYANKOTTAI,13.00,13.20
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94A,AYYANKOTTAI,ABS,13.25,14.40
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94A,ABS,AYYANKOTTAI,14.55,16.10
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94A,AYYANKOTTAI,ABS,16.30,17.45
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94A,ABS,AYYANKOTTAI,17.50,19.05
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94A,AYYANKOTTAI,ABS,19.10,20.25
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94A,ABS,AYYANKOTTAI,20.40,21.50
SVN,94,A,EXP,C,ABS-AYYANKOTTAI,94AX,AYYANKOTTAI,SHOLAVANDAN,21.55,22.15
ENR,95,A,SLF,C,PBS-THETHUR,95,PBS,THETHUR,6.00,7.15
ENR,95,A,SLF,C,PBS-THETHUR,95,THETHUR,PBS,7.35,8.50
ENR,95,A,SLF,C,PBS-THETHUR,95,PBS,THETHUR,9.00,10.15
ENR,95,A,SLF,C,PBS-THETHUR,95,THETHUR,PBS,10.45,12.00
ENR,95,A,SLF,C,PBS-THETHUR,95,PBS,THETHUR,12.05,13.20
ENR,95,A,SLF,C,PBS-THETHUR,95,THETHUR,PBS,13.25,14.40
ENR,95,A,SLF,C,PBS-THETHUR,95,PBS,THETHUR,15.00,16.15
ENR,95,A,SLF,C,PBS-THETHUR,95,THETHUR,PBS,16.30,17.45
ENR,95,A,SLF,C,PBS-THETHUR,95,PBS,THETHUR,18.00,19.15
ENR,95,A,SLF,C,PBS-THETHUR,95,THETHUR,PBS,19.30,20.45
ENR,95,A,SLF,C,PBS-THETHUR,95,PBS,THETHUR,20.55,22.10
ENR,95,A,SLF,C,PBS-THETHUR,95,THETHUR,PBS,22.15,23.25
ENR,95A,A,EXP,C,PBS-T.METTUPATTI,95A,T.METTUPATTI,PBS,6.05,7.20
ENR,95A,A,EXP,C,PBS-T.METTUPATTI,95A,PBS,T.METTUPATTI,7.45,9.00
ENR,95A,A,EXP,C,PBS-T.METTUPATTI,95A,T.METTUPATTI,PBS,9.05,10.20
ENR,95A,A,EXP,C,PBS-T.METTUPATTI,95A,PBS,T.METTUPATTI,10.25,11.40
ENR,95A,A,EXP,C,PBS-T.METTUPATTI,95A,T.METTUPATTI,PBS,11.50,13.05
ENR,95A,A,EXP,C,PBS-T.METTUPATTI,95A,PBS,T.METTUPATTI,13.30,14.45
ENR,95A,A,EXP,C,PBS-T.METTUPATTI,95A,T.METTUPATTI,PBS,14.50,16.05
ENR,95A,A,EXP,C,PBS-T.METTUPATTI,95A,PBS,T.METTUPATTI,16.15,17.30
ENR,95A,A,EXP,C,PBS-T.METTUPATTI,95A,T.METTUPATTI,PBS,17.35,18.50
ENR,95A,A,EXP,C,PBS-T.METTUPATTI,95A,PBS,T.METTUPATTI,21.55,23.10
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32R/,THIRUPPUVANAM,PIRAMANUR,5.40,6.05
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32R/,PIRAMANUR,THIRUPPUVANAM,6.10,6.35
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32R/,THIRUPPUVANAM,PIRAMANUR,6.50,7.20
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32R/,PIRAMANUR,THIRUPPUVANAM,7.25,7.55
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32K/,THIRUPPUVANAM,KEEALRANGIYAM,8.00,8.30
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32K,KEELARANGIYAM,PBS,8.35,9.50
TPM,96,A,LSS,C,PBS-MELARANGIYAM,96,PBS,MELARANGIYAM,9.55,11.10
TPM,96,A,LSS,C,PBS-MELARANGIYAM,96,MELARANGIYAM,PBS,11.15,12.25
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32B/,PBS,THIRUPPUVANAM,12.30,13.25
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32B/,THIRUPPUVANAM,PBS,13.30,14.20
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32Q,PBS,KANNARIRUPPU,14.25,16.05
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32Q,KANNARIRUPPU,PBS,16.10,17.50
TPM,96,A,LSS,C,PBS-MELARANGIYAM,96,PBS,MELARANGIYAM,18.05,19.20
TPM,96,A,LSS,C,PBS-MELARANGIYAM,96,MELARANGIYAM,PBS,19.25,20.40
TPM,96,A,LSS,C,PBS-MELARANGIYAM,32B/,PBS,THIRUPPUVANAM,21.05,21.50
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,97/,THIRUPPUVANAM,POOMBIDAGAI,5.35,6.15
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,97,POOMBIDAGAI,PBS,6.30,7.55
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,66N,PBS,MUNDANAYAGAM,8.10,9.00
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,66N,MUNDANAYAGAM,PBS,9.05,9.55
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,97,PBS,POOMBIDAGAI,10.15,11.30
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,97,POOMBIDAGAI,PBS,11.35,12.50
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,32B/,PBS,THIRUPPUVANAM,13.05,13.50
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,32B/,THIRUPPUVANAM,PBS,14.05,14.50
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,97,PBS,POOMBIDAGAI,15.05,16.25
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,97,POOMBIDAGAI,PBS,16.30,17.50
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,66N,PBS,MUNDANAYAGAM,17.55,18.45
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,66N,MUNDANAYAGAM,PBS,18.50,19.40
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,97,PBS,POOMBIDAGAI,20.00,21.30
TPM,97,A,EXP,C,PBS-POOMBIDAGAI,97/,POOMBIDAGAI,THIRUPPUVANAM,21.35,22.25
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,51B,INTEGRATED B.S.,EDAYAPATTI,6.40,7.55
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,70E,EDAYAPATTI,PBS,8.00,9.15
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,98,PBS,SHOLAVANDAN,9.20,10.35
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,98,SHOLAVANDAN,PBS,10.45,12.00
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,23F,PBS,ALANGANALLUR,12.05,13.20
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,23F,ALANGANALLUR,PBS,13.25,14.40
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,98,PBS,SHOLAVANDAN,15.10,16.30
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,98,SHOLAVANDAN,PBS,16.45,18.05
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,23F,PBS,ALANGANALLUR,18.10,19.25
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,23F,ALANGANALLUR,PBS,19.30,20.45
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,59DX,PBS,OORSERI,21.00,22.15
PDR,98,A,EXP,C,PBS-SHOLAVANDAN,74AU,OORSERI,INTEGRATED B.S.,22.20,23.20
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,99N/,THIRUPPUVANAM,KANUR CROSS,5.55,6.20
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,99N,KANUR CROSS,PBS,6.25,7.25
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,99,PBS,THIRUPPACHETHI,7.35,8.35
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,99,THIRUPPACHETHI,PBS,8.40,9.40
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,97B,PBS,KALVIMADAI,9.45,10.55
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,97B,KALVIMADAI,PBS,11.00,12.10
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,32B/,PBS,THIRUPPUVANAM,12.15,12.55
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,32B/,THIRUPPUVANAM,PBS,13.15,13.55
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,97B,PBS,KALVIMADAI,14.00,15.10
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,97B,KALVIMADAI,PBS,15.15,16.25
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,4B,PBS,VIRAHANUR RINGROAD,16.40,17.10
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,4B,VIRAHANUR RINGROAD,PBS,17.15,17.45
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,99N,PBS,KANUR CROSS,18.05,19.20
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,99N,KANUR CROSS,PBS,19.25,20.35
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,99N,PBS,KANUR CROSS,20.40,21.55
TPM,99,A,SLF,C,PBS-THIRUPPACHETHI,99N/,KANUR CROSS,THIRUPPUVANAM,22.00,22.20
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,99G/,THIRUPPUVANAM,KALLURANI,6.10,6.35
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,99G,KALLURANI,PBS,6.50,8.05
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,99,PBS,THIRUPPACHETHI,8.15,9.15
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,99,THIRUPPACHETHI,PBS,9.20,10.20
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,32J,PBS,PALAYANUR,10.40,12.10
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,32J,PALAYANUR,PBS,12.15,13.45
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,32B/,PBS,THIRUPPUVANAM,13.50,14.25
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,32B/,THIRUPPUVANAM,PBS,15.20,16.00
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,32B/,PBS,THIRUPPUVANAM,16.25,17.05
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,32B/,THIRUPPUVANAM,PBS,17.10,17.50
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,99G,PBS,KALLURANI,17.55,19.10
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,99G,KALLURANI,PBS,19.15,20.30
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,99,PBS,THIRUPPACHETHI,21.15,22.25
TPM,99,C,EXP,C,PBS-THIRUPPACHETHI,99/,THIRUPPACHETHI,THIRUPPUVANAM,22.30,22.50
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X/,THIRUPPUVANAM,MALAVARAYANENDAL,7.15,7.45
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X,MALAVARAYANENDAL,PBS,8.00,9.15
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X,PBS,MALAVARAYANENDAL,9.25,10.35
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X,MALAVARAYANENDAL,PBS,10.50,12.00
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X,PBS,MALAVARAYANENDAL,12.05,13.20
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X,MALAVARAYANENDAL,PBS,13.30,14.45
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X,PBS,MALAVARAYANENDAL,14.55,16.00
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X,MALAVARAYANENDAL,PBS,16.05,17.25
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X,PBS,MALAVARAYANENDAL,17.30,18.40
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X,MALAVARAYANENDAL,PBS,18.50,20.00
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X,PBS,MALAVARAYANENDAL,20.20,21.30
TPM,99/,A,SLF,C,PBS-MALAVARAYANENDAL,99X/,MALAVARAYANENDAL,THIRUPPUVANAM,21.40,22.10
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,58F/,THIRUPPUVANAM,THACHANENDAL,5.20,5.55
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,32VT,THATCHANENDAL,PBS,6.00,7.15
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,99A,PBS,T.VELANKULAM,7.30,8.45
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,99A,T.VELANKULAM,PBS,8.50,10.20
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,7/,PBS,ARAPPALAYAM,10.30,10.40
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,7/,ARAPPALAYAM,PBS,10.50,11.00
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,32F,PBS,KURUNTHANKULAM,11.20,13.00
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,32F/,KURUNTHANKULAM,THIRUPPUVANAM,13.05,13.40
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,99A*,THIRUPPUVANAM,T.VELANKULAM,13.45,14.20
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,99A,T.VELANKULAM,PBS,14.25,15.45
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,99A,PBS,T.VELANKULAM,16.00,17.20
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,99A,T.VELANKULAM,PBS,17.25,18.45
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,4B,PBS,VIRAHANUR RINGROAD,19.00,19.25
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,4B,VIRAHANUR RINGROAD,PBS,19.30,19.55
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,32I,PBS,THACHANENDAL,20.00,21.30
TPM,99A,A,LSS,C,PBS-T.VELANKULAM,58F/,THATCHANENDAL,THIRUPPUVANAM,21.35,22.10
TPM,99B,A,EXP,C,PBS-THOOTHAI,96/,THIRUPPUVANAM,MELARANGIYAM,6.40,7.10
TPM,99B,A,EXP,C,PBS-THOOTHAI,96,MELARANGIYAM,PBS,7.15,8.30
TPM,99B,A,EXP,C,PBS-THOOTHAI,99B,PBS,THOOTHAI,8.45,10.00
TPM,99B,A,EXP,C,PBS-THOOTHAI,99B,THOOTHAI,PBS,10.05,11.20
TPM,99B,A,EXP,C,PBS-THOOTHAI,32G,PBS,ANGADIMANGALAM,11.30,12.30
TPM,99B,A,EXP,C,PBS-THOOTHAI,32G,ANGADIMANGALAM,PBS,12.35,13.35
TPM,99B,A,EXP,C,PBS-THOOTHAI,32R/,PBS,T.PARAYANKULAM,13.40,14.45
TPM,99B,A,EXP,C,PBS-THOOTHAI,32R/,T.PARAYANKULAM,PBS,14.50,15.55
TPM,99B,A,EXP,C,PBS-THOOTHAI,15,PBS,SILAIMAN,16.05,16.40
TPM,99B,A,EXP,C,PBS-THOOTHAI,15,SILAIMAN,PBS,16.45,17.30
TPM,99B,A,EXP,C,PBS-THOOTHAI,32W,PBS,V.KARISALKULAM,18.00,19.20
TPM,99B,A,EXP,C,PBS-THOOTHAI,32W,V.KARISALKULAM,PBS,19.25,20.45
TPM,99B,A,EXP,C,PBS-THOOTHAI,99B,PBS,THOOTHAI,20.50,22.10
TPM,99B,A,EXP,C,PBS-THOOTHAI,99B/,THOOTHAI,THIRUPPUVANAM,22.12,22.40
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,99F/,THIRUPPUVANAM,EDAIKATTUR,6.35,7.10
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,99F,EDAIKATTUR,PBS,7.25,8.55
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,99F,PBS,EDAIKATTUR,9.15,10.40
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,99F,EDAIKATTUR,PBS,10.50,12.15
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,99F,PBS,EDAIKATTUR,12.20,13.40
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,99F,EDAIKATTUR,PBS,14.00,15.25
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,99F,PBS,EDAIKATTUR,15.50,17.15
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,99F,EDAIKATTUR,PBS,17.30,18.55
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,99F,PBS,EDAIKATTUR,19.05,20.30
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,99F,EDAIKATTUR,PBS,20.45,22.10
TPM,99F,A,SLF,C,PBS-EDAIKATTUR,32B/,PBS,THIRUPPUVANAM,22.15,22.55
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,32B/,THIRUPPUVANAM,PBS,5.40,6.15
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,99F,PBS,EDAIKATTUR,6.30,8.00
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,99F,EDAIKATTUR,PBS,8.05,9.35
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,99F,PBS,EDAIKATTUR,9.50,11.20
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,99F,EDAIKATTUR,PBS,11.30,13.00
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,99F,PBS,EDAIKATTUR,13.00,14.30
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,99F,EDAIKATTUR,PBS,15.00,16.30
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,99F,PBS,EDAIKATTUR,16.55,18.25
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,99F,EDAIKATTUR,PBS,18.30,20.00
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,99F,PBS,EDAIKATTUR,20.05,21.40
TPM,99F,C,SLF,C,PBS-EDAIKATTUR,99F/,EDAIKATTUR,THIRUPPUVANAM,21.45,22.15
MCB,99H,A,SLF,C,PBS-VAGUDI,99H,PBS,VAGUDI,6.10,7.30
MCB,99H,A,SLF,C,PBS-VAGUDI,99H,VAGUDI,PBS,7.55,9.25
MCB,99H,A,SLF,C,PBS-VAGUDI,99K,PBS,KILLUKUDI,9.40,11.05
MCB,99H,A,SLF,C,PBS-VAGUDI,99K,KILLUKUDI,PBS,11.15,12.40
MCB,99H,A,SLF,C,PBS-VAGUDI,99H,PBS,VAGUDI,12.45,14.10
MCB,99H,A,SLF,C,PBS-VAGUDI,99H,VAGUDI,PBS,14.25,15.55
MCB,99H,A,SLF,C,PBS-VAGUDI,99H,PBS,VAGUDI,16.10,17.40
MCB,99H,A,SLF,C,PBS-VAGUDI,99H,VAGUDI,PBS,17.55,19.20
MCB,99H,A,SLF,C,PBS-VAGUDI,99K,PBS,KILLUKUDI,19.45,21.15
MCB,99H,A,SLF,C,PBS-VAGUDI,99K,KILLUKUDI,PBS,21.20,22.40
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,32L/,THIRUPPUVANAM,VILATHUR SAMATHUVAPU,6.00,6.35
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,99L,VILATHUR SAMATHUVAPU,PBS,7.00,8.20
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,99L,PBS,VILATHUR SAMATHUVAPU,8.25,9.50
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,99L,VILATHUR SAMATHUVAPU,PBS,10.05,11.30
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,99L,PBS,VILATHUR SAMATHUVAPU,11.45,13.10
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,99L,VILATHUR SAMATHUVAPU,THIRUPPUVANAM,13.15,13.50
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,99L/,THIRUPPUVANAM,VILATHUR SAMATHUVAPU,14.00,14.35
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,99L,VILATHUR SAMATHUVAPU,PBS,14.45,16.10
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,99L,PBS,VILATHUR SAMATHUVAPU,16.20,17.45
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,99L,VILATHUR SAMATHUVAPU,PBS,17.50,19.15
TPM,99L,A,SLF,C,PBS-VILATHUR S.PURAM,99L,PBS,VILATHUR SAMATHUVAPU,19.25,20.55
TPM,99L,A,SLF,B,PBS-VILATHUR S.PURAM,99L,VILATHUR SAMATHUVAPU,PBS,21.05,22.30
TPM,99L,A,SLF,B,PBS-VILATHUR S.PURAM,32B/,PBS,THIRUPPUVANAM,22.35,23.15
TPM,99N,A,LSS,C,PBS-KANUR,32A/,THIRUPPUVANAM,PANAYANENDAL,5.55,6.15
