BRCH,RT_NO,SETY,STYPE,SERV,ROUTENAME,ROUTE_NO,FROM1,TO1,DEP_TIME,ARR_TIME
ENR,26E,A,EXP,C,PBS-MELAPERUMALPATTI,26E,MELAPERUMALPATTI,PBS,19.45,21.00
ENR,26E,A,EXP,C,PBS-MELAPERUMALPATTI,26E,PBS,MELAPERUMALPATTI,21.15,22.20
ENR,26E,A,EXP,C,PBS-MELAPERUMALPATTI,26E,MELAPERUMALPATTI,PBS,22.25,23.30
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,100,BCB(DEPOT),PBS,6.25,6.35
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,26J,PBS,THEPPATHUPATTI,6.40,8.00
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,26J,THEPPATHUPATTI,PBS,8.05,9.25
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,40/,PBS,CHECKANURANI,9.40,10.20
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,40/,CHECKANURANI,PBS,10.25,11.05
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,26J,PBS,THEPPATHUPATTI,11.30,12.50
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,26J,THEPPATHUPATTI,PBS,12.55,14.15
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,26J,PBS,THEPPATHUPATTI,14.35,15.55
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,26J,THEPPATHUPATTI,PBS,16.10,17.30
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,26B,PBS,VIKKIRAMANGALAM,17.50,18.45
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,26B,VIKKIRAMANGALAM,PBS,18.50,19.40
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,26J,PBS,THEPPATHUPATTI,19.55,21.15
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,26J,THEPPATHUPATTTI,PBS,21.20,22.35
BCB,26J,A,EXP,C,PBS-THEPPATHUPATTI,100,PBS,BCB(DEPOT),22.37,22.45
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,2G/,PUDUR,INTEGRATED B.S.,4.30,4.40
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26R,INTEGRATED B.S.,KALPULICHANPATTI,4.45,6.05
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26R,KALPULICHANPATTI,INTEGRATED B.S.,6.10,7.30
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26K,INTEGRATED B.S.,VIKKIRAMANGALAM,7.45,9.05
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26K,VIKKIRAMANGALAM,INTEGRATED B.S.,9.10,10.30
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26K,INTEGRATED B.S.,VIKKIRAMANGALAM,10.45,12.05
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26B,VIKKIRAMANGALAM,PBS,12.10,13.05
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26B,PBS,VIKKIRAMANGALAM,13.20,14.20
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26K,VIKKIRAMANGALAM,INTEGRATED B.S.,14.30,15.55
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26K,INTEGRATED B.S.,VIKKIRAMANGALAM,16.10,17.25
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26K,VIKKIRAMANGALAM,INTEGRATED B.S.,17.45,19.10
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26R,INTEGRATED B.S.,KALPULICHANPATTI,19.30,20.55
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,26R,KALPULICHANPATTI,INTEGRATED B.S.,21.10,22.35
PDR,26K,B,SLF,C,IBS-VIKKIRAMANGALAM,2G/,INTEGRATED B.S.,PUDUR,22.40,22.45
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,15A,PBS,KONTHAGAI,6.10,7.00
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,15A,KONTHAGAI,PBS,7.05,7.55
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,26L,PBS,REDDIAPATTI,8.00,9.15
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,26L,REDDIAPATTI,PBS,9.20,10.30
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,43B,PBS,SURUVALAI,10.45,11.25
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,43B,SURUVALAI,PBS,11.30,12.10
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,55F,PBS,NATTAPATTI,12.40,13.55
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,55F,NATTAPATTI,PBS,14.00,15.15
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,21A,PBS,V.N.COLLEGE CAMPUS,15.45,16.15
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,21A,V.N.COLLEGE CAMPUS,PBS,16.30,17.10
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,26L,PBS,REDDIAPATTI,17.30,18.45
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,26L,REDDIAPATTI,PBS,18.50,20.05
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,43B,PBS,SIRUVALAI,20.10,20.50
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,43B,SIRUVALAI,PBS,20.55,21.35
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,15A,PBS,KONTHAGAI,21.45,22.30
ENR,26L,A,EXP,C,PBS-REDDIYAPATTI,15A,KONTHAGAI,PBS,22.35,23.15
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26N,PBS,MAMBATTIPATTI,5.40,6.25
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26N,MAMBATTIPATTI,PBS,6.40,8.00
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26M,PBS,ELUVAMPATTI,8.40,9.55
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26M,ELUVAMPATTI,PBS,10.00,11.10
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26B,PBS,VIKKIRAMANGALAM,11.45,12.40
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26B,VIKKIRAMANGALAM,PBS,12.45,13.40
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26M,PBS,ELUVAMPATTI,13.45,14.50
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26M,ELUVAMPATTI,PBS,14.55,16.00
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26M,PBS,ELUVAMPATTI,16.10,17.20
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26M,ELUVAMPATTI,PBS,17.25,18.35
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26N,PBS,MAMBATTIPATTI,19.25,20.45
BCB,26N,A,EXP,C,PBS-MAMBATTIPATTI,26N,MAMBATTIPATTI,PBS,20.50,21.40
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27BX,CHECKANURANI,KINNIMANGALAM,5.35,5.45
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27B,KINNIMANGALAM,INTEGRATED B.S.,5.50,6.50
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27B,INTEGRATED B.S.,KINNIMANGALAM,7.00,8.00
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27B/,KINNIMANGALAM,ABS,8.05,9.10
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27B/,ABS,KINNIMANGALAM,9.15,10.15
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,40D,KINNIMANGALAM,PBS,10.20,11.05
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,40D,PBS,KINNIMANGALAM,11.20,12.05
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27B,KINNIMANGALAM,CHECKANURANI,12.10,13.20
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27,CHECKANURANI,INTEGRATED B.S.,13.15,14.10
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27B,INTEGRATED B.S.,KINNIMANGALAM,14.15,15.10
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,40D,KINNIMANGALAM,PBS,15.15,16.00
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,40D,PBS,KINNIMANGALAM,16.25,17.00
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27B/,KINNIMANGALAM,ABS,17.25,18.25
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27B/,ABS,KINNIMANGALAM,18.30,19.30
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27B,KINNIMANGALAM,INTEGRATED B.S.,19.35,20.35
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27B,INTEGRATED B.S.,KINNIMANGALAM,20.45,21.50
CNI,27B,A,EXP,C,IBS-KINNIMANGALAM,27BX,KINNIMANGALAM,CHECKANURANI,21.52,22.05
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27D/,CHECKNURANI,NADUMUDALAIKULAM,4.50,5.45
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27D,NADUMUDALAIKULAM,INTEGRATED B.S.,5.55,7.05
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27C,INTEGRATED B.S.,MELAKUILKUDI,7.20,8.10
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27C,MELAKUILKUDI,INTEGRATED B.S.,8.15,9.10
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,77B,INTEGRATED B.S.,ARAPPALAYAM,9.20,9.45
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,77B,ARAPPALAYAM,INTEGRATED B.S.,9.50,10.15
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27D,INTEGRATED B.S.,NADUMUDALAIKULAM,10.55,12.10
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27D,NADUMUDALAIKULAM,INTEGRATED B.S.,12.15,13.30
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27D,INTEGRATED B.S.,NADUMUDALAIKULAM,13.45,15.00
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27D,NADUMUDALAIKULAM,INTEGRATED B.S.,15.05,16.20
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27C,INTEGRATED B.S.,MELAKUILKUDI,16.25,17.10
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27C,MELAKUILKUDI,INTEGRATED B.S.,17.15,18.00
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,77B,INTEGRATED B.S.,ARAPPALAYAM,18.10,18.35
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,77B,ARAPPALAYAM,INTEGRATED B.S.,18.40,19.05
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27D,INTEGRATED B.S.,NADUMUDALAIKULAM,19.30,20.45
CNI,27D,A,EXP,C,IBS-NADUMUTHALAIKULAM,27D/,NADUMUDALAIKULAM,CHECKANURANI,21.00,21.10
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,27,CHECKANURANI,INTEGRATED B.S.,4.15,5.05
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,93K,INTEGRATED B.S.,KATCHAIKATTI,5.10,6.20
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,93K,KATCHAIKATTI,INTEGRATED B.S.,6.25,7.35
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,27E,INTEGRATED B.S.,A.KOKKULAM,7.50,8.55
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,27E,A.KOKKULAM,INTEGRATED B.S.,9.00,10.10
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,27,INTEGRATED B.S.,CHECKANURANI,10.40,11.40
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,27,CHECKANURANI,INTEGRATED B.S.,14.00,15.00
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,27E,INTEGRATED B.S.,A.KOKKULAM,15.20,16.25
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,27E,A.KOKKULAM,INTEGRATED B.S.,16.30,17.35
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,93K,INTEGRATED B.S.,KATCHAIKATTI,17.40,18.50
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,93K,KATCHAIKATTI,INTEGRATED B.S.,18.55,20.05
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,27E,INTEGRATED B.S.,A.KOKKULAM,20.15,21.20
CNI,27E,A,EXP,C,IBS-A.KOKKULAM,27E,A.KOKKULAM,CHECKANURANI,21.25,21.30
SVN,28,A,LSS,C,ABS-NACHIKULAM,28X,SHOLAVANDAN,NATCHIKULAM,5.40,5.55
SVN,28,A,LSS,C,ABS-NACHIKULAM,28,NACHIKULAM,ABS,6.00,7.10
SVN,28,A,LSS,C,ABS-NACHIKULAM,28,ABS,NACHIKULAM,7.25,8.40
SVN,28,A,LSS,C,ABS-NACHIKULAM,28,NACHIKULAM,ABS,8.45,10.00
SVN,28,A,LSS,C,ABS-NACHIKULAM,28,ABS,NACHIKULAM,10.05,11.20
SVN,28,A,LSS,C,ABS-NACHIKULAM,28,NACHIKULAM,ABS,11.25,12.40
SVN,28,A,LSS,C,ABS-NACHIKULAM,28/,ABS,SHOLAVANDAN,12.55,13.55
SVN,28,A,LSS,C,ABS-NACHIKULAM,28X,SHOLAVANDAN,NATCHIKULAM,14.40,15.00
SVN,28,A,LSS,C,ABS-NACHIKULAM,28,NACHIKULAM,ABS,15.05,16.20
SVN,28,A,LSS,C,ABS-NACHIKULAM,28,ABS,NACHIKULAM,16.25,17.40
SVN,28,A,LSS,C,ABS-NACHIKULAM,28,NACHIKULAM,ABS,17.55,19.10
SVN,28,A,LSS,C,ABS-NACHIKULAM,28,ABS,NACHIKULAM,19.15,20.30
SVN,28,A,LSS,C,ABS-NACHIKULAM,54,NATCHIKULAM,PBS,20.35,21.45
SVN,28,A,LSS,C,ABS-NACHIKULAM,29A,PBS,SHOLAVANDAN,22.05,23.10
SVN,28,B,EXP,C,ABS-NACHIKULAM,28D/,SHOLAVANDAN,MELANACHIKULAM,7.25,7.50
SVN,28,B,EXP,C,ABS-NACHIKULAM,28D,MELANACHIKULAM,ABS,7.55,9.15
SVN,28,B,EXP,C,ABS-NACHIKULAM,28,ABS,NACHIKULAM,9.30,10.45
SVN,28,B,EXP,C,ABS-NACHIKULAM,28,NACHIKULAM,ABS,10.50,12.05
SVN,28,B,EXP,C,ABS-NACHIKULAM,28,ABS,NACHIKULAM,12.10,13.25
SVN,28,B,EXP,C,ABS-NACHIKULAM,28X,NACHIKULAM,SHOLAVANDAN,13.30,13.45
SVN,28,B,EXP,C,ABS-NACHIKULAM,28/,SHOLAVANDAN,ABS,13.50,14.50
SVN,28,B,EXP,C,ABS-NACHIKULAM,28,ABS,NACHIKULAM,14.55,16.10
SVN,28,B,EXP,C,ABS-NACHIKULAM,28,NACHIKULAM,ABS,16.15,17.30
SVN,28,B,EXP,C,ABS-NACHIKULAM,28D,ABS,MELANACHIKULAM,17.35,18.55
SVN,28,B,EXP,C,ABS-NACHIKULAM,28D/,MELANACHIKULAM,ABS,19.10,20.30
SVN,28,B,EXP,C,ABS-NACHIKULAM,28,ABS,NACHIKULAM,20.45,22.00
SVN,28,B,EXP,C,ABS-NACHIKULAM,28X,NACHIKULAM,SHOLAVANDAN,22.05,22.25
SVN,28A,A,LSS,C,ABS-KARUPPATTI,54/,SHOLAVANDAN,PBS,5.20,6.10
SVN,28A,A,LSS,C,ABS-KARUPPATTI,63,PBS,KARUPPATTI,6.25,7.30
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28A,KARUPPATTI,ABS,7.40,8.50
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28A,ABS,KARUPPATTI,9.00,10.10
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28A,KARUPPATTI,ABS,10.25,11.35
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28A,ABS,KARUPPATTI,11.40,12.40
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28AX,KARUPPATTI,SHOLAVANDAN,12.45,13.00
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28/,SHOLAVANDAN,ABS,13.05,14.00
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28A,ABS,KARUPPATTI,14.05,15.15
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28A,KARUPPATTI,ABS,15.45,16.55
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28A,ABS,KARUPPATTI,17.10,18.20
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28A,KARUPPATTI,ABS,18.35,19.45
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28A,ABS,KARUPPATTI,19.50,21.00
SVN,28A,A,LSS,C,ABS-KARUPPATTI,28AX,KARUPPATTI,SHOLAVANDAN,21.05,21.20
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28AX,SHOLAVANDAN,KARUPPATTI,6.15,6.30
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,KARUPPATTI,ABS,6.40,7.50
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,ABS,KARUPPATTI,8.10,9.20
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,KARUPPATTI,ABS,9.35,10.45
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,ABS,KARUPPATTI,10.50,12.00
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,KARUPPATTI,ABS,12.05,13.15
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28/,ABS,SHOLAVANDAN,13.20,14.20
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28AX,SHOLAVANDAN,KARUPPATTI,14.25,14.35
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,KARUPPATTI,ABS,14.40,15.50
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,ABS,KARUPPATTI,16.10,17.20
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,KARUPPATTI,ABS,17.25,18.35
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,ABS,KARUPPATTI,18.40,20.00
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,KARUPPATTI,ABS,20.05,21.15
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28A,ABS,KARUPPATTI,21.30,22.35
SVN,28A,B,EXP,C,ABS-KARUPPATTI,28AX,KARUPPATTI,SHOLAVANDAN,22.40,23.00
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,5.45,6.25
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,6.30,7.10
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,7.30,8.15
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,8.20,9.05
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,9.10,9.55
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,10.00,10.45
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,10.50,11.35
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,11.40,12.25
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,12.40,13.25
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,13.30,14.15
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,14.30,15.10
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,15.15,15.55
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,16.15,17.00
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,17.05,17.50
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,17.55,18.40
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,18.45,19.30
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,19.35,20.20
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,20.25,21.10
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,21.25,22.10
PDR,28C,C,EXP,C,IBS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,22.15,23.00
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,93,SHOLAVANDAN,INTEGRATED B.S.,6.20,7.35
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,7.55,8.40
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,8.45,9.30
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,9.35,10.20
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,10.25,11.10
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,11.15,12.00
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,12.05,12.50
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,13.05,13.50
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,13.55,14.40
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,14.45,15.30
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,15.35,16.20
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,16.40,17.25
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,17.30,18.15
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,18.20,19.05
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,19.10,19.55
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,INTEGRATED B.S.,SAMAYANALLUR,20.00,20.45
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,28C,SAMAYANALLUR,INTEGRATED B.S.,20.50,21.35
SVN,28C,D,EXP,C,ABS-SAMAYANALLUR,93,INTEGRATED B.S.,SHOLAVANDAN,21.50,23.05
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,5.50,6.10
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,6.20,6.40
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,6.50,7.10
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,7.20,7.40
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,7.50,8.10
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,8.20,8.40
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,8.50,9.10
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,9.20,9.40
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,9.50,10.10
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,10.30,10.50
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,11.00,11.20
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,11.30,11.50
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,12.00,12.20
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,12.30,12.50
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,13.00,13.20
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,13.30,13.50
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,14.10,14.30
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,14.40,15.00
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,15.10,15.30
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,15.40,16.00
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,16.10,16.30
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,16.40,17.00
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,17.10,17.30
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,17.40,18.00
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,18.10,18.30
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,18.40,19.00
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,SHOLAVANDAN,VADIPATTI,19.10,19.30
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,L8X,VADIPATTI,SHOLAVANDAN,19.40,20.00
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,20.20,21.15
SVN,29A,A,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,21.35,22.30
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,4.50,5.40
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29A,PBS,SHOLAVANDAN,5.45,6.40
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29B,SHOLAVANDAN,PBS,6.55,7.45
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29B,PBS,SHOLAVANDAN,7.50,8.40
SVN,29A,B,EXP,C,PBS-SHOLAVANDAN,29A,SHOLAVANDAN,PBS,8.45,9.40
